grid_id,grid_latitude,grid_longitude,target_month,score,probability,risk_tier,rank
937_499,52.14177459925911,-0.9968072382150026,2026-01-01,0.09222663077915716,0.010892762320081701,Low,10809
963_317,51.32199003251495,-0.8282291190872183,2026-01-01,0.0922057677372627,0.010890132807645647,Low,10810
1085_356,51.48519227340782,0.0545192931289476,2026-01-01,0.09219126872061167,0.010888305452008749,Low,10811
1036_598,52.57821655657256,-0.2563492187494043,2026-01-01,0.09218082680428531,0.01088698945313003,Low,10812
856_1126,54.96308561811541,-1.5603244828992278,2026-01-01,0.09216600574187862,0.010885121588881976,Low,10813
861_1110,54.89105068368197,-1.5221334601618175,2026-01-01,0.09216600574187862,0.010885121588881976,Low,10814
869_1105,54.86832473389156,-1.4600763547134292,2026-01-01,0.09216600574187862,0.010885121588881976,Low,10815
872_1110,54.89068340173037,-1.4363923495685154,2026-01-01,0.09216600574187862,0.010885121588881976,Low,10816
876_1108,54.8815490048224,-1.4053465636192832,2026-01-01,0.09216600574187862,0.010885121588881976,Low,10817
876_961,54.22105246775316,-1.4148727042165052,2026-01-01,0.09216600574187862,0.010885121588881976,Low,10818
879_1111,54.89491107224046,-1.381762124380305,2026-01-01,0.09216600574187862,0.010885121588881976,Low,10819
886_1053,54.63403050133154,-1.331502659194842,2026-01-01,0.09216600574187862,0.010885121588881976,Low,10820
891_1029,54.52597746684486,-1.2946409596890536,2026-01-01,0.09216600574187862,0.010885121588881976,Low,10821
731_799,53.493332363743576,-2.517712487170319,2026-01-01,0.09215854895521883,0.010884181845105556,Low,10822
700_629,52.72809159483707,-2.738118127834679,2026-01-01,0.09214846219990838,0.01088291067771793,Low,10823
1043_345,51.44066864800933,-0.2496536702561667,2026-01-01,0.09213905129268501,0.010881724702693801,Low,10824
1039_327,51.36020651289422,-0.281449997395316,2026-01-01,0.09212108478420215,0.010879460592183521,Low,10825
1000_203,50.80664196571293,-0.5786037497156152,2026-01-01,0.09209480321984416,0.010876148756392923,Low,10826
1003_206,50.81986526756285,-0.5569072128749414,2026-01-01,0.09209480321984416,0.010876148756392923,Low,10827
973_210,50.84028470761816,-0.7693201971795456,2026-01-01,0.09209480321984416,0.010876148756392923,Low,10828
683_342,51.43723738198307,-2.8394043876863115,2026-01-01,0.09207805302430871,0.010874038080433666,Low,10829
955_529,52.27541220140724,-0.8618816878427508,2026-01-01,0.0920615906685125,0.010871963733497034,Low,10830
979_536,52.30504440536318,-0.6851200557394167,2026-01-01,0.0920615906685125,0.010871963733497034,Low,10831
1022_354,51.48327212302728,-0.3992466776646658,2026-01-01,0.09205204576536329,0.01087076105006706,Low,10832
1024_359,51.50554448702051,-0.384057156483341,2026-01-01,0.09205204576536329,0.01087076105006706,Low,10833
1028_363,51.52311958389571,-0.354605604621359,2026-01-01,0.09205204576536329,0.01087076105006706,Low,10834
515_1333,55.8728513447117,-4.275092414929908,2026-01-01,0.09205029051945086,0.010870539886494474,Low,10835
1205_284,51.14359959876774,0.897181428143243,2026-01-01,0.0920378725809411,0.010868975226801197,Low,10836
703_772,53.37089667257109,-2.726642578377093,2026-01-01,0.09203190136718352,0.01086822286590632,Low,10837
1141_316,51.29777144816058,0.4478046753693514,2026-01-01,0.09201062349842867,0.010865541959485725,Low,10838
1152_330,51.35897756772788,0.5300737799394246,2026-01-01,0.09201062349842867,0.010865541959485725,Low,10839
663_765,53.337232933726725,-3.026433418389753,2026-01-01,0.09200541341151322,0.010864885529045888,Low,10840
906_416,51.77040046506224,-1.2296935123123882,2026-01-01,0.09200050530415203,0.010864267151004107,Low,10841
860_558,52.410421658821086,-1.5567219966037429,2026-01-01,0.0919965717639791,0.010863771563520658,Low,10842
854_870,53.81282686085184,-1.5876311972829251,2026-01-01,0.09199637092580457,0.010863746259969383,Low,10843
890_238,50.97089593792289,-1.356926130427105,2026-01-01,0.09197968823217019,0.010861644441763693,Low,10844
893_223,50.90333845381836,-1.3365247266579794,2026-01-01,0.09197968823217019,0.010861644441763693,Low,10845
898_225,50.912122805087016,-1.300839586862231,2026-01-01,0.09197968823217019,0.010861644441763693,Low,10846
918_213,50.85723614956456,-1.159585575677327,2026-01-01,0.09197968823217019,0.010861644441763693,Low,10847
